En_URL,En_Filename
https://www.canada.ca/en/department-national-defence/corporate/policies-standards/defence-administrative-orders-directives/5000-series/5516/5516-5-learning-disability-accommodation-during-recruiting-training-and-education.html,5516-5-learning-disability-accommodation-during-recruiting-training-and-education.html
https://www.canada.ca/en/department-national-defence/corporate/policies-standards/defence-administrative-orders-directives/5000-series/5003/5003-0-restrictions-on-duty-and-individual-limitations.html,5003-0-restrictions-on-duty-and-individual-limitations.html
https://www.canada.ca/en/department-national-defence/corporate/policies-standards/defence-administrative-orders-directives/5000-series/5516/5516-4-restrictions-of-duty.html,5516-4-restrictions-of-duty.html
https://www.canada.ca/en/department-national-defence/corporate/policies-standards/compensation-benefits-instructions/chapter-209-transportation-expenses.html,chapter-209-transportation-expenses.html
https://www.canada.ca/en/department-national-defence/corporate/policies-standards/queens-regulations-orders/vol-3-financial/ch-201-duties-responsibilities-accounting-officers.html,ch-201-duties-responsibilities-accounting-officers.html
https://www.canada.ca/en/department-national-defence/corporate/policies-standards/defence-administrative-orders-directives/1000-series/1016/1016-1-use-acquisition-cards.html,1016-1-use-acquisition-cards.html
https://www.canada.ca/en/department-national-defence/corporate/policies-standards/defence-administrative-orders-directives/5000-series/5026/5026-0-civilian-grievances.html,5026-0-civilian-grievances.html
https://www.canada.ca/en/department-national-defence/corporate/policies-standards/defence-administrative-orders-directives/5000-series/5031/5031-10-adventure-training.html,5031-10-adventure-training.html
https://www.canada.ca/en/department-national-defence/corporate/policies-standards/defence-administrative-orders-directives/3000-series/3004/3004-1-procedural-overview-contracting.html,3004-1-procedural-overview-contracting.html
https://www.canada.ca/en/department-national-defence/corporate/policies-standards/defence-administrative-orders-directives/2000-series/2015/2015-2-airworthiness-investigations-reports-and-privilege.html,2015-2-airworthiness-investigations-reports-and-privilege.html
https://www.canada.ca/en/department-national-defence/corporate/policies-standards/defence-administrative-orders-directives/2000-series/2015/2015-3-release-to-service.html,2015-3-release-to-service.html
https://www.canada.ca/en/department-national-defence/corporate/policies-standards/defence-administrative-orders-directives/5000-series/5019/5019-7-alcohol-misconduct.html,5019-7-alcohol-misconduct.html
https://www.canada.ca/en/department-national-defence/corporate/policies-standards/defence-administrative-orders-directives/5000-series/5045/5045-0-canadian-forces-personnel-support-programs.html,5045-0-canadian-forces-personnel-support-programs.html
https://www.canada.ca/en/department-national-defence/corporate/policies-standards/compensation-benefits-instructions/chapter-205-allowances-for-officers-and-non-commissioned-members-2023.html,chapter-205-allowances-for-officers-and-non-commissioned-members-2023.html
https://www.canada.ca/en/department-national-defence/corporate/policies-standards/compensation-benefits-instructions/chapter-205-allowances-for-officers-and-non-commissioned-members.html,chapter-205-allowances-for-officers-and-non-commissioned-members.html
https://www.canada.ca/en/department-national-defence/corporate/policies-standards/compensation-benefits-instructions/chapter-11-isolated-posts.html,chapter-11-isolated-posts.html
https://www.canada.ca/en/department-national-defence/corporate/policies-standards/defence-administrative-orders-directives/3000-series/3002/3002-0-ammunition-and-explosives.html,3002-0-ammunition-and-explosives.html
https://www.canada.ca/en/department-national-defence/corporate/policies-standards/defence-administrative-orders-directives/3000-series/3002/3002-7-ammunition-and-explosives-risk-management.html,3002-7-ammunition-and-explosives-risk-management.html
https://www.canada.ca/en/department-national-defence/corporate/policies-standards/defence-administrative-orders-directives/3000-series/3002/3002-3-ammunition-and-explosives-safety-program.html,3002-3-ammunition-and-explosives-safety-program.html
https://www.canada.ca/en/department-national-defence/corporate/policies-standards/defence-administrative-orders-directives/3000-series/3002/3002-1-certification-of-ammunition-and-explosives.html,3002-1-certification-of-ammunition-and-explosives.html
https://www.canada.ca/en/department-national-defence/corporate/policies-standards/defence-administrative-orders-directives/8000-series/8000/8000-0-explosive-ordnance-disposal.html,8000-0-explosive-ordnance-disposal.html
https://www.canada.ca/en/department-national-defence/corporate/policies-standards/defence-administrative-orders-directives/8000-series/8000/8000-1-conduct-explosive-ordnance-disposal.html,8000-1-conduct-explosive-ordnance-disposal.html
https://www.canada.ca/en/department-national-defence/corporate/policies-standards/defence-administrative-orders-directives/8000-series/8000/8000-3-explosive-ordnance-disposal-radiation-safety.html,8000-3-explosive-ordnance-disposal-radiation-safety.html
https://www.canada.ca/en/department-national-defence/corporate/policies-standards/defence-administrative-orders-directives/3000-series/3002/3002-2-insensitive-munitions.html,3002-2-insensitive-munitions.html
https://www.canada.ca/en/department-national-defence/corporate/policies-standards/queens-regulations-orders/vol-1-administration/ch-36-materiel-provision-services.html,ch-36-materiel-provision-services.html
https://www.canada.ca/en/department-national-defence/corporate/policies-standards/defence-administrative-orders-directives/8000-series/8000/8000-2-reporting-investigation-explosive-ordnance-disposal-incidents-accidents.html,8000-2-reporting-investigation-explosive-ordnance-disposal-incidents-accidents.html
https://www.canada.ca/en/department-national-defence/corporate/policies-standards/defence-administrative-orders-directives/3000-series/3002/3002-5-use-of-firearms-ammunitions-and-explosives.html,3002-5-use-of-firearms-ammunitions-and-explosives.html
https://www.canada.ca/en/department-national-defence/corporate/policies-standards/defence-administrative-orders-directives/8000-series/8014/8014-0-animal-use-research-teaching-testing.html,8014-0-animal-use-research-teaching-testing.html
https://www.canada.ca/en/department-national-defence/corporate/policies-standards/defence-administrative-orders-directives/8000-series/8014/8014-1-management-animal-use-research-teaching-testing.html,8014-1-management-animal-use-research-teaching-testing.html
https://www.canada.ca/en/department-national-defence/corporate/policies-standards/defence-administrative-orders-directives/5000-series/5050/5050-0-canadian-forces-personnel-records.html,5050-0-canadian-forces-personnel-records.html
https://www.canada.ca/en/department-national-defence/corporate/policies-standards/defence-administrative-orders-directives/5000-series/5050/5050-1-canadian-forces-records-director-general-military-careers-and-director-human-resources-information-management-and-judge-advocate-general.html,5050-1-canadian-forces-records-director-general-military-careers-and-director-human-resources-information-management-and-judge-advocate-general.html
https://www.canada.ca/en/department-national-defence/corporate/policies-standards/defence-administrative-orders-directives/7000-series/7014/7014-0-memoranda-of-understanding.html,7014-0-memoranda-of-understanding.html
https://www.canada.ca/en/department-national-defence/corporate/policies-standards/defence-administrative-orders-directives/7000-series/7014/7014-1-memoranda-of-understanding-development.html,7014-1-memoranda-of-understanding-development.html
https://www.canada.ca/en/department-national-defence/corporate/policies-standards/defence-administrative-orders-directives/5000-series/5059/5059-0-performance-assessment-of-canadian-forces-members.html,5059-0-performance-assessment-of-canadian-forces-members.html
https://www.canada.ca/en/department-national-defence/corporate/policies-standards/defence-administrative-orders-directives/5000-series/5031/5031-9-course-reporting-and-certificates.html,5031-9-course-reporting-and-certificates.html
https://www.canada.ca/en/department-national-defence/corporate/policies-standards/defence-administrative-orders-directives/3000-series/3007/3007-0-integrated-logistics-support.html,3007-0-integrated-logistics-support.html
https://www.canada.ca/en/department-national-defence/corporate/policies-standards/defence-administrative-orders-directives/4000-series/4001/4001-0-real-property-life-cycle-management.html,4001-0-real-property-life-cycle-management.html
https://www.canada.ca/en/department-national-defence/corporate/policies-standards/defence-administrative-orders-directives/1000-series/1000/1000-4-policy-framework-materiel-asset-management.html,1000-4-policy-framework-materiel-asset-management.html
https://www.canada.ca/en/department-national-defence/corporate/policies-standards/defence-administrative-orders-directives/4000-series/4001/4001-1-realty-asset-life-cycle-management.html,4001-1-realty-asset-life-cycle-management.html
https://www.canada.ca/en/department-national-defence/corporate/policies-standards/defence-administrative-orders-directives/5000-series/5031/5031-50-civilian-learning-and-professional-development.html,5031-50-civilian-learning-and-professional-development.html
https://www.canada.ca/en/department-national-defence/corporate/policies-standards/defence-administrative-orders-directives/2000-series/2051/2051-0-range-safety.html,2051-0-range-safety.html
https://www.canada.ca/en/department-national-defence/corporate/policies-standards/defence-administrative-orders-directives/6000-series/6002/6002-8-electronic-authentication-and-authorization.html,6002-8-electronic-authentication-and-authorization.html
https://www.canada.ca/en/department-national-defence/corporate/policies-standards/queens-regulations-orders/vol-1-administration/ch-32-bands.html,ch-32-bands.html
https://www.canada.ca/en/department-national-defence/corporate/policies-standards/defence-administrative-orders-directives/5000-series/5037/5037-1-canadian-forces-band-engagements.html,5037-1-canadian-forces-band-engagements.html
https://www.canada.ca/en/department-national-defence/corporate/policies-standards/defence-administrative-orders-directives/5000-series/5041/5041-0-canadian-forces-music.html,5041-0-canadian-forces-music.html
https://www.canada.ca/en/department-national-defence/corporate/policies-standards/defence-administrative-orders-directives/5000-series/5041/5041-1-canadian-forces-music-support.html,5041-1-canadian-forces-music-support.html
https://www.canada.ca/en/department-national-defence/corporate/policies-standards/queens-regulations-orders/vol-3-financial/ch-202-cash-accounts-banking-arrangements.html,ch-202-cash-accounts-banking-arrangements.html
https://www.canada.ca/en/department-national-defence/corporate/policies-standards/defence-administrative-orders-directives/5000-series/5008/5008-1-use-of-departmental-premises-and-equipment-and-electronic-networks-for-bargaining-agent-or-union-business.ht,5008-1-use-of-departmental-premises-and-equipment-and-electronic-networks-for-bargaining-agent-or-union-business.ht
https://www.canada.ca/en/department-national-defence/corporate/policies-standards/defence-administrative-orders-directives/7000-series/7021/7021-3-acceptance-of-gifts-hospitality-and-other-benefits.html,7021-3-acceptance-of-gifts-hospitality-and-other-benefits.html
https://www.canada.ca/en/department-national-defence/corporate/policies-standards/defence-administrative-orders-directives/5000-series/5002/5002-2-direct-entry-officer-plan-regular-force.html,5002-2-direct-entry-officer-plan-regular-force.html
https://www.canada.ca/en/department-national-defence/corporate/policies-standards/defence-administrative-orders-directives/5000-series/5001/5001-2-maternity-and-parental-benefits.html,5001-2-maternity-and-parental-benefits.html
https://www.canada.ca/en/department-national-defence/corporate/policies-standards/defence-administrative-orders-directives/5000-series/5001/5001-1-reserve-force-retirement-gratuity.html,5001-1-reserve-force-retirement-gratuity.html
https://www.canada.ca/en/department-national-defence/corporate/policies-standards/defence-administrative-orders-directives/5000-series/5039/5039-0-official-languages.html,5039-0-official-languages.html
https://www.canada.ca/en/department-national-defence/corporate/policies-standards/defence-administrative-orders-directives/5000-series/5039/5039-3-advancement-of-english-and-french.html,5039-3-advancement-of-english-and-french.html
https://www.canada.ca/en/department-national-defence/corporate/policies-standards/defence-administrative-orders-directives/7000-series/7002/7002-1-boards-of-inquiry.html,7002-1-boards-of-inquiry.html
https://www.canada.ca/en/department-national-defence/corporate/policies-standards/queens-regulations-orders/vol-1-administration/ch-20-canadian-forces-drug-control-program.html,ch-20-canadian-forces-drug-control-program.html
https://www.canada.ca/en/department-national-defence/corporate/policies-standards/defence-administrative-orders-directives/7000-series/7002/7002-4-examination-of-witnesses.html,7002-4-examination-of-witnesses.html
https://www.canada.ca/en/department-national-defence/corporate/policies-standards/defence-administrative-orders-directives/7000-series/7002/7002-3-subjects-of-investigation-and-references.html,7002-3-subjects-of-investigation-and-references.html
https://www.canada.ca/en/department-national-defence/corporate/policies-standards/defence-administrative-orders-directives/7000-series/7002/7002-0-boards-of-inquiry-and-summary-investigations.html,7002-0-boards-of-inquiry-and-summary-investigations.html
https://www.canada.ca/en/department-national-defence/corporate/policies-standards/defence-administrative-orders-directives/5000-series/5016/5016-0-standards-of-civilian-conduct-and-discipline.html,5016-0-standards-of-civilian-conduct-and-discipline.html
https://www.canada.ca/en/department-national-defence/corporate/policies-standards/defence-administrative-orders-directives/5000-series/5018/5018-3-national-military-cemetery-of-the-canadian-forces.html,5018-3-national-military-cemetery-of-the-canadian-forces.html
https://www.canada.ca/en/department-national-defence/corporate/policies-standards/defence-administrative-orders-directives/9000-series/9000/9000-0-cabinet-confidences.html,9000-0-cabinet-confidences.html
http://intranet.mil.ca/en/defence-admin-orders-directives/9000/9000-1.page,9000-1.page
https://www.canada.ca/en/department-national-defence/corporate/policies-standards/defence-administrative-orders-directives/2000-series/2020/2020-3-cadet-organizations-administration-training-service.html,2020-3-cadet-organizations-administration-training-service.html
https://www.canada.ca/en/department-national-defence/corporate/policies-standards/defence-administrative-orders-directives/9000-series/9004/9004-1-use-cannabis-caf-members.html,9004-1-use-cannabis-caf-members.html
https://www.canada.ca/en/department-national-defence/corporate/policies-standards/defence-administrative-orders-directives/2000-series/2007/2007-2-use-cannabis-dnd-employees.html,2007-2-use-cannabis-dnd-employees.html
https://www.canada.ca/en/department-national-defence/corporate/policies-standards/defence-administrative-orders-directives/7000-series/7021/7021-4-solicitations-sponsorships-and-donations.html,7021-4-solicitations-sponsorships-and-donations.html
https://www.canada.ca/en/department-national-defence/corporate/policies-standards/defence-administrative-orders-directives/9000-series/9003/9003-1-non-public-property.html,9003-1-non-public-property.html
https://www.canada.ca/en/department-national-defence/corporate/policies-standards/defence-administrative-orders-directives/9000-series/9001/9001-1-absence-incapacity-chief-defence-staff-activation-alternate-canadian-forces-integrated-command-centre.html,9001-1-absence-incapacity-chief-defence-staff-activation-alternate-canadian-forces-integrated-command-centre.html
https://www.canada.ca/en/department-national-defence/corporate/policies-standards/defence-administrative-orders-directives/5000-series/5031/5031-1-canadian-forces-military-equivalencies-program.html,5031-1-canadian-forces-military-equivalencies-program.html
https://www.canada.ca/en/department-national-defence/corporate/policies-standards/defence-administrative-orders-directives/5000-series/5031/5031-8-canadian-forces-professional-development.html,5031-8-canadian-forces-professional-development.html
https://www.canada.ca/en/department-national-defence/corporate/policies-standards/defence-administrative-orders-directives/5000-series/5031/5031-51-departmental-scholarship-program.html,5031-51-departmental-scholarship-program.html
https://www.canada.ca/en/department-national-defence/corporate/policies-standards/defence-administrative-orders-directives/5000-series/5031/5031-7-initial-baccalaureate-degree-programme.html,5031-7-initial-baccalaureate-degree-programme.html
https://www.canada.ca/en/department-national-defence/corporate/policies-standards/defence-administrative-orders-directives/5000-series/5050/5050-3-canadian-armed-forces-personnel-casualty-administration-records.html,5050-3-canadian-armed-forces-personnel-casualty-administration-records.html
https://www.canada.ca/en/department-national-defence/corporate/policies-standards/defence-administrative-orders-directives/7000-series/7011/7011-1-responsibilities-for-service-estates-and-personal-belongings.html,7011-1-responsibilities-for-service-estates-and-personal-belongings.html
https://www.canada.ca/en/department-national-defence/corporate/policies-standards/defence-administrative-orders-directives/7000-series/7011/7011-0-service-estates-and-personal-belongings.html,7011-0-service-estates-and-personal-belongings.html
https://www.canada.ca/en/department-national-defence/corporate/policies-standards/defence-administrative-orders-directives/5000-series/5018/5018-0-support-management-for-injured-or-ill-canadian-armed-forces-members-and-military-casualties.html,5018-0-support-management-for-injured-or-ill-canadian-armed-forces-members-and-military-casualties.html
https://www.canada.ca/en/department-national-defence/corporate/policies-standards/defence-administrative-orders-directives/6000-series/6002/6002-6-wireless-networking.html,6002-6-wireless-networking.html
https://www.canada.ca/en/department-national-defence/corporate/policies-standards/defence-administrative-orders-directives/2000-series/2008/2008-4-public-affairs-military-doctrine-canadian-forces-operations.html,2008-4-public-affairs-military-doctrine-canadian-forces-operations.html
https://www.canada.ca/en/department-national-defence/corporate/policies-standards/defence-administrative-orders-directives/2000-series/2008/2008-7-canadian-forces-parliamentary-program.html,2008-7-canadian-forces-parliamentary-program.html
https://www.canada.ca/en/department-national-defence/corporate/policies-standards/defence-administrative-orders-directives/5000-series/5002/5002-9-university-training-plan-for-non-commissioned-members-regular-force.html,5002-9-university-training-plan-for-non-commissioned-members-regular-force.html
https://www.canada.ca/en/department-national-defence/corporate/policies-standards/defence-administrative-orders-directives/3000-series/3004/3004-0-contracting.html,3004-0-contracting.html
https://www.canada.ca/en/department-national-defence/corporate/policies-standards/defence-administrative-orders-directives/5000-series/5005/5005-0-civilian-human-resources-management.html,5005-0-civilian-human-resources-management.html
https://www.canada.ca/en/department-national-defence/corporate/policies-standards/defence-administrative-orders-directives/5000-series/5005/5005-2-delegation-of-authorities-for-civilian-human-resources-management.html,5005-2-delegation-of-authorities-for-civilian-human-resources-management.html
https://www.canada.ca/en/department-national-defence/corporate/policies-standards/defence-administrative-orders-directives/5000-series/5005/5005-3-employee-assistance-program.html,5005-3-employee-assistance-program.html
https://www.canada.ca/en/department-national-defence/corporate/policies-standards/defence-administrative-orders-directives/5000-series/5005/5005-1-governance-of-civilian-human-resources-management.html,5005-1-governance-of-civilian-human-resources-management.html
https://www.canada.ca/en/department-national-defence/corporate/policies-standards/defence-administrative-orders-directives/5000-series/5006/5006-0-civilian-performance-planning-and-review.html,5006-0-civilian-performance-planning-and-review.html
https://www.canada.ca/en/department-national-defence/corporate/policies-standards/defence-administrative-orders-directives/5000-series/5006/5006-1-performance-management-program-for-dnd-employees.html,5006-1-performance-management-program-for-dnd-employees.html
https://www.canada.ca/en/department-national-defence/corporate/policies-standards/defence-administrative-orders-directives/5000-series/5029/5029-0-civilian-staffing.html,5029-0-civilian-staffing.html
https://www.canada.ca/en/department-national-defence/corporate/policies-standards/defence-administrative-orders-directives/5000-series/5029/5029-1-area-of-selection.html,5029-1-area-of-selection.html
https://www.canada.ca/en/department-national-defence/corporate/policies-standards/defence-administrative-orders-directives/5000-series/5029/5029-2-corrective-action-and-revocation.html,5029-2-corrective-action-and-revocation.html
https://www.canada.ca/en/department-national-defence/corporate/policies-standards/defence-administrative-orders-directives/5000-series/5029/5029-3-deployments.html,5029-3-deployments.html
https://www.canada.ca/en/department-national-defence/corporate/policies-standards/defence-administrative-orders-directives/5000-series/5025/5025-0-classification-of-civilian-positions.html,5025-0-classification-of-civilian-positions.html
https://www.canada.ca/en/department-national-defence/corporate/policies-standards/defence-administrative-orders-directives/5000-series/5028/5028-0-deployment-of-dnd-employees-in-support-of-deputy-chief-of-the-defence-staff-controlled-international-operati,5028-0-deployment-of-dnd-employees-in-support-of-deputy-chief-of-the-defence-staff-controlled-international-operati
https://www.canada.ca/en/department-national-defence/corporate/policies-standards/defence-administrative-orders-directives/7000-series/7004/7004-1-claims-and-ex-gratia-procedures.html,7004-1-claims-and-ex-gratia-procedures.html
https://www.canada.ca/en/department-national-defence/corporate/policies-standards/defence-administrative-orders-directives/7000-series/7004/7004-0-claims-by-or-against-the-crown-and-ex-gratia-payments.html,7004-0-claims-by-or-against-the-crown-and-ex-gratia-payments.html
https://www.canada.ca/en/department-national-defence/corporate/policies-standards/defence-administrative-orders-directives/7000-series/7004/7004-2-compensation-for-loss-or-damage-to-personal-property.html,7004-2-compensation-for-loss-or-damage-to-personal-property.html
https://www.canada.ca/en/department-national-defence/corporate/policies-standards/defence-administrative-orders-directives/1000-series/1002/1002-3-management-personal-information.html,1002-3-management-personal-information.html
https://www.canada.ca/en/department-national-defence/corporate/policies-standards/queens-regulations-orders/vol-1-administration/ch-3-rank-seniority-command-precedence.html,ch-3-rank-seniority-command-precedence.html
https://www.canada.ca/en/department-national-defence/corporate/policies-standards/defence-administrative-orders-directives/8000-series/8007/8007-0-notification-dnd-cf-activities-within-joint-task-force-north-area-responsibility.html,8007-0-notification-dnd-cf-activities-within-joint-task-force-north-area-responsibility.html
https://www.canada.ca/en/department-national-defence/corporate/policies-standards/defence-administrative-orders-directives/7000-series/7006/7006-0-conduct-sheets.html,7006-0-conduct-sheets.html
https://www.canada.ca/en/department-national-defence/corporate/policies-standards/defence-administrative-orders-directives/7000-series/7006/7006-1-preparation-and-maintenance-of-conduct-sheets.html,7006-1-preparation-and-maintenance-of-conduct-sheets.html
https://www.canada.ca/en/department-national-defence/corporate/policies-standards/defence-administrative-orders-directives/5000-series/5002/5002-0-military-personnel-requirements-and-production.html,5002-0-military-personnel-requirements-and-production.html
https://www.canada.ca/en/department-national-defence/corporate/policies-standards/queens-regulations-orders/vol-1-administration/ch-1-introduction-definitions.html,ch-1-introduction-definitions.html
https://www.canada.ca/en/department-national-defence/corporate/policies-standards/defence-administrative-orders-directives/1000-series/1000/1000-2-communicating-direction-dnd-cf.html,1000-2-communicating-direction-dnd-cf.html
https://www.canada.ca/en/department-national-defence/corporate/policies-standards/defence-administrative-orders-directives/6000-series/6003/6003-0-information-technology-security.html,6003-0-information-technology-security.html
https://www.canada.ca/en/department-national-defence/corporate/policies-standards/defence-administrative-orders-directives/2000-series/2008/2008-2-media-relations-public-announcements.html,2008-2-media-relations-public-announcements.html
https://www.canada.ca/en/department-national-defence/corporate/policies-standards/defence-administrative-orders-directives/2000-series/2008/2008-5-public-affairs-planning-program-delivery.html,2008-5-public-affairs-planning-program-delivery.html
https://www.canada.ca/en/department-national-defence/corporate/policies-standards/defence-administrative-orders-directives/2000-series/2008/2008-0-public-affairs-policy.html,2008-0-public-affairs-policy.html
https://www.canada.ca/en/department-national-defence/corporate/policies-standards/defence-administrative-orders-directives/6000-series/6002/6002-4-radio-frequency-spectrum-management.html,6002-4-radio-frequency-spectrum-management.html
https://www.canada.ca/en/department-national-defence/corporate/policies-standards/defence-administrative-orders-directives/6000-series/6112-0-radio-frequency-spectrum-management.html,6112-0-radio-frequency-spectrum-management.html
https://www.canada.ca/en/department-national-defence/corporate/policies-standards/defence-administrative-orders-directives/6000-series/6002/6002-5-tactical-data-links.html,6002-5-tactical-data-links.html
https://www.canada.ca/en/department-national-defence/corporate/policies-standards/defence-administrative-orders-directives/5000-series/5039/5039-4-translation-of-texts-and-acquisition-of-bilingual-documentation.html,5039-4-translation-of-texts-and-acquisition-of-bilingual-documentation.html
https://www.canada.ca/en/department-national-defence/corporate/policies-standards/defence-administrative-orders-directives/5000-series/5047/5047-1-office-of-the-ombudsman.html,5047-1-office-of-the-ombudsman.html
https://www.canada.ca/en/department-national-defence/corporate/policies-standards/defence-administrative-orders-directives/5000-series/5516/5516-1-human-rights-complaints.html,5516-1-human-rights-complaints.html
https://www.canada.ca/en/department-national-defence/corporate/policies-standards/queens-regulations-orders/vol-1-administration/ch-19-conduct-discipline.html,ch-19-conduct-discipline.html
https://www.canada.ca/en/department-national-defence/corporate/policies-standards/defence-administrative-orders-directives/5000-series/5019/5019-0-conduct-and-performance-deficiencies.html,5019-0-conduct-and-performance-deficiencies.html
https://www.canada.ca/en/department-national-defence/corporate/policies-standards/defence-administrative-orders-directives/5000-series/5019/5019-1-personal-relationships-and-fraternization.html,5019-1-personal-relationships-and-fraternization.html
https://www.canada.ca/en/department-national-defence/corporate/policies-standards/defence-administrative-orders-directives/2000-series/2009/2009-1-conference-sponsorship-attendance.html,2009-1-conference-sponsorship-attendance.html
https://www.canada.ca/en/department-national-defence/corporate/policies-standards/defence-administrative-orders-directives/2000-series/2009/2009-0-conferences.html,2009-0-conferences.html
https://www.canada.ca/en/department-national-defence/corporate/policies-standards/defence-administrative-orders-directives/3000-series/3034/3034-0-configuration-management-for-defence-systems.html,3034-0-configuration-management-for-defence-systems.html
https://www.canada.ca/en/department-national-defence/corporate/policies-standards/defence-administrative-orders-directives/7000-series/7021/7021-0-conflict-of-interest-and-post-employment.html,7021-0-conflict-of-interest-and-post-employment.html
https://www.canada.ca/en/department-national-defence/corporate/policies-standards/defence-administrative-orders-directives/7000-series/7023/7023-0-defence-ethics.html,7023-0-defence-ethics.html
https://www.canada.ca/en/department-national-defence/corporate/policies-standards/defence-administrative-orders-directives/7000-series/7023/7023-1-defence-ethics-programme.html,7023-1-defence-ethics-programme.html
https://www.canada.ca/en/department-national-defence/corporate/policies-standards/defence-administrative-orders-directives/5000-series/5516/5516-2-conscientious-objection.html,5516-2-conscientious-objection.html
https://www.canada.ca/en/department-national-defence/corporate/policies-standards/defence-administrative-orders-directives/5000-series/5049/5049-2-conscientious-objection.html,5049-2-conscientious-objection.html
https://www.canada.ca/en/department-national-defence/corporate/policies-standards/defence-administrative-orders-directives/1000-series/1003/1003-0-business-continuity-planning.html,1003-0-business-continuity-planning.html
https://www.canada.ca/en/department-national-defence/corporate/policies-standards/defence-administrative-orders-directives/1000-series/1003/1003-1-business-continuity-planning-program.html,1003-1-business-continuity-planning-program.html
https://www.canada.ca/en/department-national-defence/corporate/policies-standards/defence-administrative-orders-directives/2000-series/2006/2006-0-defence-security.html,2006-0-defence-security.html
https://www.canada.ca/en/department-national-defence/corporate/policies-standards/defence-administrative-orders-directives/3000-series/3004/3004-2-service-contracts.html,3004-2-service-contracts.html
https://www.canada.ca/en/department-national-defence/corporate/policies-standards/defence-administrative-orders-directives/3000-series/3003/3003-0-controlled-goods.html,3003-0-controlled-goods.html
https://www.canada.ca/en/department-national-defence/corporate/policies-standards/defence-administrative-orders-directives/3000-series/3003/3003-1-management-security-and-access-requirements-relating-to-controlled-goods.html,3003-1-management-security-and-access-requirements-relating-to-controlled-goods.html
https://www.canada.ca/en/department-national-defence/corporate/policies-standards/defence-administrative-orders-directives/3000-series/3029/3029-0-movement-of-materiel-and-baggage.html,3029-0-movement-of-materiel-and-baggage.html
https://www.canada.ca/en/department-national-defence/corporate/policies-standards/compensation-benefits-instructions/chapter-210-misc-entitlements-grants.html,chapter-210-misc-entitlements-grants.html
https://www.canada.ca/en/department-national-defence/corporate/policies-standards/defence-administrative-orders-directives/7000-series/7016/7016-0-pardons.html,7016-0-pardons.html
https://www.canada.ca/en/department-national-defence/corporate/policies-standards/defence-administrative-orders-directives/7000-series/7016/7016-1-canadian-forces-administration-in-respect-of-a-pardon.html,7016-1-canadian-forces-administration-in-respect-of-a-pardon.html
https://www.canada.ca/en/department-national-defence/corporate/policies-standards/defence-administrative-orders-directives/3000-series/3008/3008-0-intellectual-property.html,3008-0-intellectual-property.html
https://www.canada.ca/en/department-national-defence/corporate/policies-standards/defence-administrative-orders-directives/1000-series/1000/1000-10-policy-framework-corporate-administration-management.html,1000-10-policy-framework-corporate-administration-management.html
http://intranet.mil.ca/en/defence-admin-orders-directives/1000/1000-2.page,1000-2.page
